title,specs,price,image,link
"4K Digital Camera 48MP with Autofocus for Photography & YouTube | Compact Vlogging Camera for Travel with Flash, 18X Zoom, Anti-Shake, 32GB SD Card & 2 Batteries | Vintage Style Video Camera",48MP with Autofocus for Photography & YouTube | Compact,"7,299",https://m.media-amazon.com/images/I/71kxgVXzpJL._AC_UY218_.jpg,https://www.amazon.in/Autofocus-Photography-Vlogging-Anti-Shake-Batteries/dp/B0FV38K4VW/ref=sr_1_198?tag=nira6studio-21
"4K Action Camera with Accessories Kit | WiFi | 16 MP | 170 Degree Wide Angle Lens | 30m Underwater Waterproof Underwater Camera for YouTube Vlogging, Bike Helmet Motovlogging & Travel Vlog",with Accessories Kit | WiFi | 16 MP |,"2,199",https://m.media-amazon.com/images/I/610A-jBM4hL._AC_UY218_.jpg,https://www.amazon.in/AUSEK-Camera-Accessories-Underwater-Motovlogging/dp/B0CZNBF9M3/ref=sr_1_199?tag=nira6studio-21
"4K Digital Camera for Photography, Autofocus Anti-Shake 64MP Vlogging Camera for YouTube Video, Rear and Front Cameras, 16X Zoom Compact Camera for Teens with 2 Batteries, 32GB Card (Black)","for Photography, Autofocus Anti-Shake 64MP Vlogging Camera for YouTube","7,546",https://m.media-amazon.com/images/I/71kEpNxSmXL._AC_UY218_.jpg,https://www.amazon.in/EJXHKNF-Photography-Autofocus-Anti-Shake-Batteries/dp/B0FX9CQ42Z/ref=sr_1_200?tag=nira6studio-21
"Action Camera 4K Vlogging Camera with 16.0 MP Image, 4K @ 30 FPS Video, Support 32 G TF Card, 170 Degree Angle, Support Wi-Fi","Vlogging Camera with 16.0 MP Image, 4K @ 30","1,699",https://m.media-amazon.com/images/I/61DcmQm2T+L._AC_UY218_.jpg,https://www.amazon.in/Action-Camera-Vlogging-Support-Degree/dp/B0BB7QK66L/ref=sr_1_201?tag=nira6studio-21
Drumstone (with 12 Years Warranty) Full Hd 1080Paction Camera with 170 Ultra Wide-Angle Lens & Full Accessories Waterproof Digital Cam,Years Warranty) Full Hd 1080Paction Camera with 170 Ultra,"1,629",https://m.media-amazon.com/images/I/71lXxXbn0dL._AC_UY218_.jpg,https://www.amazon.in/Drumstone-1080Paction-Wide-Angle-Accessories-Waterproof/dp/B0CFYNSR4J/ref=sr_1_202?tag=nira6studio-21
"Poly By Plantronics Studio P5 Professional Webcam - 1080P Hd Laptop Camera For Video Conference & Distance Learning - Monitor & Tripod Mount - Privacy Shutter-Works W/Teams, Zoom (Certified) - Digital",Studio P5 Professional Webcam - 1080P Hd Laptop Camera,"2,231",https://m.media-amazon.com/images/I/617q2N3QquL._AC_UY218_.jpg,https://www.amazon.in/Poly-Studio-Professional-Webcam-Plantronics/dp/B08TLJPZP8/ref=sr_1_205?tag=nira6studio-21
"LEQTRONIQ 4K Digital 48 MP Camera with 32GB SD Card, 16x Digital Zoom & Autofocus for Recording, Vlogging, Streaming with 1 Year Warranty (2 Batteries)","48 MP Camera with 32GB SD Card, 16x Digital","7,589",https://m.media-amazon.com/images/I/41YfHy2hMuL._AC_UY218_.jpg,https://www.amazon.in/LEQTRONIQ-Autofocus-Recording-Streaming-Batteries/dp/B0CH1GSB5C/ref=sr_1_206?tag=nira6studio-21
"ROCKTECH 4K Action Camera with Accessories Kit | WiFi | 16 MP | 170 Degree Wide Angle Lens | 30m Underwater Waterproof Underwater Camera for YouTube Vlogging, Bike Helmet Motovlogging & Travel Vlog",Camera with Accessories Kit | WiFi | 16 MP,"2,199",https://m.media-amazon.com/images/I/51-aYRyvqwL._AC_UY218_.jpg,https://www.amazon.in/ROCKTECH-Camera-Accessories-Underwater-Motovlogging/dp/B0CZNDVVQ8/ref=sr_1_207?tag=nira6studio-21
"SMARTKLIK Digital Camera for Teens, FHD 4K 44MP Digital Camera Autofocus with 64GB SD Card 16X Zoom, Cameras for Photography Compact Point and Shoot Camera for Teen Boy Girl Kids Camera Beginner","for Teens, FHD 4K 44MP Digital Camera Autofocus with","7,250
.",https://m.media-amazon.com/images/I/71LG+mRXZAL._AC_UY218_.jpg,https://www.amazon.in/Digital-Autofocus-Cameras-Photography-Beginner/dp/B0CSN9B2DF/ref=sr_1_208?tag=nira6studio-21
"XUMIUZIY 50MP Digital Camera, 1080P 16X Zoom Auto Focus Digital Camera with 2.4in TFT Screen, Protable Vlogging for Student (Silver)","Camera, 1080P 16X Zoom Auto Focus Digital Camera with","9,718
.",https://m.media-amazon.com/images/I/61zDHvn4M5L._AC_UY218_.jpg,https://www.amazon.in/XUMIUZIY-Digital-Protable-Vlogging-Student/dp/B0GT125Q8S/ref=sr_1_209?tag=nira6studio-21
"ORLOV 4K Action Camera with Accessories Kit | WiFi | 170 Degree Wide Angle Lens | 30m Underwater Waterproof Vlogging Camera for YouTube Vlog, Bike Helmet Motovlogging & Travel Pro Cam",Camera with Accessories Kit | WiFi | 170 Degree,"2,180",https://m.media-amazon.com/images/I/610A-jBM4hL._AC_UY218_.jpg,https://www.amazon.in/ORLOV-Camera-Accessories-Waterproof-Motovlogging/dp/B0CZNH3564/ref=sr_1_210?tag=nira6studio-21
"AARKRI SALES Dummy CCTV Camera with Flashing Red LED Light – Realistic Bullet Design for Indoor & Outdoor Use – Waterproof, Wall Mount – Ideal for Home, Office, Storefront Security (Pack of 2)",CCTV Camera with Flashing Red LED Light – Realistic,599,https://m.media-amazon.com/images/I/61UDbwnUPpL._AC_UY218_.jpg,https://www.amazon.in/AARKRI-SALES-Dummy-Camera-Flashing/dp/B0F638RMJ5/ref=sr_1_211?tag=nira6studio-21
"VYNEX 4K WiFi Action Camera | Ultra HD Waterproof Sports Camcorder with 170° Wide Angle Lens | Outdoor, Adventure & Underwater Recording",Action Camera | Ultra HD Waterproof Sports Camcorder with,"1,499",https://m.media-amazon.com/images/I/41sMVNgYixL._AC_UY218_.jpg,https://www.amazon.in/VYNEX-Waterproof-Camcorder-Adventure-Underwater/dp/B0FRMMQH4C/ref=sr_1_212?tag=nira6studio-21
"Femivo 4K Digital Camera, Autofocus, 48 Megapixels, 4K Resolution,HDMI Output, 16x Digital Zoom, 3-Inch Large Screen, Spare Battery 128 Gb","Camera, Autofocus, 48 Megapixels, 4K Resolution,HDMI Output, 16x Digital","6,667
.",https://m.media-amazon.com/images/I/81tbDPJ1v-L._AC_UY218_.jpg,https://www.amazon.in/Femivo-Digital-Autofocus-Megapixels-Resolution/dp/B0BCPCSTNB/ref=sr_1_211?tag=nira6studio-21
Exxelo (HOT 12 Years Warranty Waterproof Sports Action Camera 2 inch LCD Screen 16 MP Full HD 1080P with 170? Ultra Wide-Angle Lens,Years Warranty Waterproof Sports Action Camera 2 inch LCD,"1,629",https://m.media-amazon.com/images/I/7139kjKweHL._AC_UY218_.jpg,https://www.amazon.in/Exxelo-Warranty-Sports-Waterproof-Language/dp/B0B3V1CTJ9/ref=sr_1_212?tag=nira6studio-21
